frame_index,file_offset,hex_frame,rotacao_rpm,bateria_v,map_bar,nao_id_0,pcomb_bar,nao_id_1,tps_pct,temp_ar_c,temp_motor_c,sonda_nb_v,sonda_wb_v,nao_id_2,corr_sonda_pct,nao_id_3,ponto_ign_deg,inj_b1_pct,inj_b2_pct,inj_b3_pct,inj_b1_ms,inj_b2_ms,inj_b3_ms,booster_hex,booster_desc,nao_id_4,fase_ang_deg,nao_id_5,roda_tracao_kmh
0,41,aa 55 aa ad 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 3f 01 00 00 00 00,3757,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,319,00 00,0.0
1,100,aa 55 aa 1a 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 32 01 32 01 00 00 00 00 00 00 30 00 00 00 00 00,3866,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.06,3.06,0.0,0x00,nda,00 00 00,48,00 00,0.0
2,159,aa 55 aa bb 0e 83 00 00 00 c6 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 4e 00 00 00 00 00,3771,13.1,0.0,c6 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,78,00 00,0.0
3,218,aa 55 aa 10 0f 83 00 00 00 bc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 32 01 32 01 00 00 00 00 00 00 90 02 00 00 00 00,3856,13.1,0.0,bc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.06,3.06,0.0,0x00,nda,00 00 00,656,00 00,0.0
4,277,aa 55 aa 89 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 35 01 35 01 00 00 00 00 00 00 95 02 00 00 00 00,3721,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.09,3.09,0.0,0x00,nda,00 00 00,661,00 00,0.0
5,336,aa 55 aa f8 0d 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 69 01 04 00 04 00 00 00 38 01 38 01 00 00 00 00 00 00 de 00 00 00 00 00,3576,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.1,4,4,0,3.12,3.12,0.0,0x00,nda,00 00 00,222,00 00,0.0
6,395,aa 55 aa cc 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 b8 01 00 00 00 00,3788,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,440,00 00,0.0
7,454,aa 55 aa 7d 0e 83 00 00 00 d9 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 35 01 35 01 00 00 00 00 00 00 a5 01 00 00 00 00,3709,13.1,0.0,d9 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.09,3.09,0.0,0x00,nda,00 00 00,421,00 00,0.0
8,513,aa 55 aa 66 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6a 01 04 00 04 00 00 00 35 01 35 01 00 00 00 00 00 00 9c 02 00 00 00 00,3686,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.2,4,4,0,3.09,3.09,0.0,0x00,nda,00 00 00,668,00 00,0.0
9,572,aa 55 aa 69 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6a 01 04 00 04 00 00 00 35 01 35 01 00 00 00 00 00 00 20 01 00 00 00 00,3689,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.2,4,4,0,3.09,3.09,0.0,0x00,nda,00 00 00,288,00 00,0.0
10,631,aa 55 aa a1 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 35 01 35 01 00 00 00 00 00 00 20 01 00 00 00 00,3745,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.09,3.09,0.0,0x00,nda,00 00 00,288,00 00,0.0
11,690,aa 55 aa 37 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 7d 02 00 00 00 00,3895,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,637,00 00,0.0
12,749,aa 55 aa 8d 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 35 01 35 01 00 00 00 00 00 00 36 00 00 00 00 00,3725,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.09,3.09,0.0,0x00,nda,00 00 00,54,00 00,0.0
13,808,aa 55 aa 32 0e 83 00 00 00 db 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6a 01 04 00 04 00 00 00 36 01 36 01 00 00 00 00 00 00 8d 02 00 00 00 00,3634,13.1,0.0,db 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.2,4,4,0,3.1,3.1,0.0,0x00,nda,00 00 00,653,00 00,0.0
14,867,aa 55 aa f0 0e 83 00 00 00 b7 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 c3 02 00 00 00 00,3824,13.1,0.0,b7 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,707,00 00,0.0
15,926,aa 55 aa b2 0e 83 00 00 00 db 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 80 02 00 00 00 00,3762,13.1,0.0,db 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,640,00 00,0.0
16,985,aa 55 aa 2b 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 96 02 00 00 00 00,3883,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,662,00 00,0.0
17,1044,aa 55 aa e3 0e 83 00 00 00 4f 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 a7 02 00 00 00 00,3811,13.1,0.0,4f 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,679,00 00,0.0
18,1103,aa 55 aa 20 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 32 01 32 01 00 00 00 00 00 00 88 02 00 00 00 00,3872,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.06,3.06,0.0,0x00,nda,00 00 00,648,00 00,0.0
19,1162,aa 55 aa e7 0e 83 00 00 00 96 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 15 00 00 00 00 00,3815,13.1,0.0,96 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,21,00 00,0.0
20,1221,aa 55 aa d9 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 89 02 00 00 00 00,3801,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,649,00 00,0.0
21,1280,aa 55 aa de 0e 83 00 00 00 d0 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 a8 02 00 00 00 00,3806,13.1,0.0,d0 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,680,00 00,0.0
22,1339,aa 55 aa 2d 0f 83 00 00 00 79 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 9b 01 00 00 00 00,3885,13.1,0.0,79 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,411,00 00,0.0
23,1398,aa 55 aa 4e 0f 83 00 00 00 d0 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 40 01 00 00 00 00,3918,13.1,0.0,d0 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,320,00 00,0.0
24,1457,aa 55 aa 2f 0f 83 00 00 00 d4 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 05 00 05 00 00 00 30 01 30 01 00 00 00 00 00 00 cb 01 00 00 00 00,3887,13.1,0.0,d4 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,5,5,0,3.04,3.04,0.0,0x00,nda,00 00 00,459,00 00,0.0
25,1516,aa 55 aa bd 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 cb 01 00 00 00 00,3773,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,459,00 00,0.0
26,1575,aa 55 aa e8 0e 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 bb 01 00 00 00 00,3816,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,443,00 00,0.0
27,1634,aa 55 aa ec 0e 83 00 00 00 db 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 9e 01 00 00 00 00,3820,13.1,0.0,db 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,414,00 00,0.0
28,1693,aa 55 aa 52 0f 83 00 00 00 c6 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 6d 00 00 00 00 00,3922,13.1,0.0,c6 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,109,00 00,0.0
29,1752,aa 55 aa 13 0f 83 00 00 00 bc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 32 01 32 01 00 00 00 00 00 00 8c 02 00 00 00 00,3859,13.1,0.0,bc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.06,3.06,0.0,0x00,nda,00 00 00,652,00 00,0.0
30,1811,aa 55 aa 11 0f 83 00 00 00 c0 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 32 01 32 01 00 00 00 00 00 00 32 01 00 00 00 00,3857,13.1,0.0,c0 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.06,3.06,0.0,0x00,nda,00 00 00,306,00 00,0.0
31,1870,aa 55 aa 21 0e 83 00 00 00 db 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6a 01 04 00 04 00 00 00 38 01 38 01 00 00 00 00 00 00 7b 02 00 00 00 00,3617,13.1,0.0,db 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.2,4,4,0,3.12,3.12,0.0,0x00,nda,00 00 00,635,00 00,0.0
32,1929,aa 55 aa 04 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 91 02 00 00 00 00,3844,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,657,00 00,0.0
33,1988,aa 55 aa 45 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 91 02 00 00 00 00,3909,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,657,00 00,0.0
34,2047,aa 55 aa ad 0f 83 00 00 00 76 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6e 01 05 00 05 00 00 00 2f 01 2f 01 00 00 00 00 00 00 16 00 00 00 00 00,4013,13.1,0.0,76 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.6,5,5,0,3.03,3.03,0.0,0x00,nda,00 00 00,22,00 00,0.0
35,2106,aa 55 aa fe 0e 83 00 00 00 b8 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 32 01 32 01 00 00 00 00 00 00 16 00 00 00 00 00,3838,13.1,0.0,b8 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.06,3.06,0.0,0x00,nda,00 00 00,22,00 00,0.0
36,2165,aa 55 aa 72 0e 83 00 00 00 81 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6a 01 04 00 04 00 00 00 35 01 35 01 00 00 00 00 00 00 a3 01 00 00 00 00,3698,13.1,0.0,81 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.2,4,4,0,3.09,3.09,0.0,0x00,nda,00 00 00,419,00 00,0.0
37,2224,aa 55 aa d1 0e 83 00 00 00 90 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 b6 02 00 00 00 00,3793,13.1,0.0,90 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,694,00 00,0.0
38,2283,aa 55 aa 6c 0f 83 00 00 00 a2 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 96 02 00 00 00 00,3948,13.1,0.0,a2 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,662,00 00,0.0
39,2342,aa 55 aa 82 0f 83 00 00 00 94 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 05 00 05 00 00 00 30 01 30 01 00 00 00 00 00 00 3c 01 00 00 00 00,3970,13.1,0.0,94 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,5,5,0,3.04,3.04,0.0,0x00,nda,00 00 00,316,00 00,0.0
40,2401,aa 55 aa f4 0e 83 00 00 00 db 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 98 02 00 00 00 00,3828,13.1,0.0,db 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,664,00 00,0.0
41,2460,aa 55 aa 48 0f 83 00 00 00 7f 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 32 02 00 00 00 00,3912,13.1,0.0,7f 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,562,00 00,0.0
42,2519,aa 55 aa 53 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 88 02 00 00 00 00,3923,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,648,00 00,0.0
43,2578,aa 55 aa 7b 0e 83 00 00 00 da 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6b 01 04 00 04 00 00 00 35 01 35 01 00 00 00 00 00 00 b1 02 00 00 00 00,3707,13.1,0.0,da 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.3,4,4,0,3.09,3.09,0.0,0x00,nda,00 00 00,689,00 00,0.0
44,2637,aa 55 aa 08 0f 83 00 00 00 cb 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 32 01 32 01 00 00 00 00 00 00 b3 01 00 00 00 00,3848,13.1,0.0,cb 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.06,3.06,0.0,0x00,nda,00 00 00,435,00 00,0.0
45,2696,aa 55 aa f6 0e 83 00 00 00 d8 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 45 00 00 00 00 00,3830,13.1,0.0,d8 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,69,00 00,0.0
46,2755,aa 55 aa 92 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 05 00 05 00 00 00 30 01 30 01 00 00 00 00 00 00 45 00 00 00 00 00,3986,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,5,5,0,3.04,3.04,0.0,0x00,nda,00 00 00,69,00 00,0.0
47,2814,aa 55 aa d8 0f 83 00 00 00 b6 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6e 01 05 00 05 00 00 00 2f 01 2f 01 00 00 00 00 00 00 b2 02 00 00 00 00,4056,13.1,0.0,b6 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.6,5,5,0,3.03,3.03,0.0,0x00,nda,00 00 00,690,00 00,0.0
48,2873,aa 55 aa 27 0f 83 00 00 00 b3 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 14 00 00 00 00 00,3879,13.1,0.0,b3 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,20,00 00,0.0
49,2932,aa 55 aa 1d 0f 83 00 00 00 db 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 32 01 32 01 00 00 00 00 00 00 d5 01 00 00 00 00,3869,13.1,0.0,db 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.06,3.06,0.0,0x00,nda,00 00 00,469,00 00,0.0
50,2991,aa 55 aa e0 0f 83 00 00 00 a4 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6e 01 05 00 05 00 00 00 2f 01 2f 01 00 00 00 00 00 00 3a 00 00 00 00 00,4064,13.1,0.0,a4 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.6,5,5,0,3.03,3.03,0.0,0x00,nda,00 00 00,58,00 00,0.0
51,3050,aa 55 aa db 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6e 01 05 00 05 00 00 00 2f 01 2f 01 00 00 00 00 00 00 16 00 00 00 00 00,4059,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.6,5,5,0,3.03,3.03,0.0,0x00,nda,00 00 00,22,00 00,0.0
52,3109,aa 55 aa f1 0e 83 00 00 00 c9 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 33 01 33 01 00 00 00 00 00 00 9e 01 00 00 00 00,3825,13.1,0.0,c9 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.07,3.07,0.0,0x00,nda,00 00 00,414,00 00,0.0
53,3168,aa 55 aa 31 0f 83 00 00 00 4c 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 1c 02 00 00 00 00,3889,13.1,0.0,4c 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,540,00 00,0.0
54,3227,aa 55 aa 44 0f 83 00 00 00 db 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 04 00 04 00 00 00 30 01 30 01 00 00 00 00 00 00 aa 01 00 00 00 00,3908,13.1,0.0,db 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,4,4,0,3.04,3.04,0.0,0x00,nda,00 00 00,426,00 00,0.0
55,3286,aa 55 aa 8c 0f 83 00 00 00 dc 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6d 01 05 00 05 00 00 00 30 01 30 01 00 00 00 00 00 00 83 02 00 00 00 00,3980,13.1,0.0,dc 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.5,5,5,0,3.04,3.04,0.0,0x00,nda,00 00 00,643,00 00,0.0
56,3345,aa 55 aa 1e 0f 83 00 00 00 b9 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6c 01 04 00 04 00 00 00 32 01 32 01 00 00 00 00 00 00 b6 01 00 00 00 00,3870,13.1,0.0,b9 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.4,4,4,0,3.06,3.06,0.0,0x00,nda,00 00 00,438,00 00,0.0
57,3404,aa 55 aa 3e 0e 83 00 00 00 d9 01 37 00 1c 00 00 00 00 00 00 00 00 00 1c 00 37 00 00 00 00 00 00 00 00 00 6a 01 04 00 04 00 00 00 36 01 36 01 00 00 00 00 00 00 3e 01 00 00 00 00,3646,13.1,0.0,d9 01 37 00 1c 00,0.0,00 00 00 00,0.0,28,55,0.0,0.0,00,0,00 00,36.2,4,4,0,3.1,3.1,0.0,0x00,nda,00 00 00,318,00 00,0.0
